PEDIDO;Driver ID;Driver Name;Destination Hub;Data;OnHoldReason;status
BR237367236218C;72;Maxie Trittam;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR231396458920A;173;Moyna Weatherill;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2347013663183;163;Hillier Purslow;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR239349000655G;494;Cathee Karlqvist;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;OnHold
BR232802719650K;283;Munmro Swoffer;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Normal;Delivering
BR236228203469R;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR236423394880H;44;Patricio Morley;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2305370937917;45;Giovanna Janeway;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR234638763345A;23;Pyotr Bea;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR238389632854F;99;Orlando Hencke;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2316983873427;419;Catherine Brandreth;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2302225208414;475;Guss Burnall;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2330778812457;151;Israel Hasard;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;App/Internet failure;Delivered
BR231029023352G;367;Daphna Crocken;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2316824069794;234;Konstance Tarbet;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR236613845868V;11;Melamie Brabben;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;App/Internet failure;Delivering
BR238904219569R;269;Mel Bloschke;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR237768681886X;304;Osmond Le Guin;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR2312076161780;348;Constanta MacKenney;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2371038948854;330;Winifred Haacker;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Out of the route ;Delivered
BR233086524794U;322;Elsi McCrohon;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR237084020451O;410;Bili Tungay;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR235523381279E;376;Margalit Milleton;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Normal;Delivered
BR234164543455A;108;Olva Fitton;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2300936907034;481;Petronella Hellis;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Address cannot be found;Delivering
BR234065485686F;71;Evelina Camidge;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR233190285501Y;140;Jase Hathorn;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Out of the route ;Delivering
BR2332016685037;131;Daffy Greatham;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Out of the route ;Delivering
BR233277349705H;311;Kelcie Ortmann;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR237671062168M;420;Agnes Callendar;LM Hub_DF_Brasília_SAAN;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2320091626641;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;Delivering
BR239681246347L;208;Jaquelyn Niece;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR238872194095P;478;Chance Moine;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;Delivering
BR2317880097136;361;Danie Hardman;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Normal;OnHold
BR239047276683P;484;Dyan Stook;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR237935516694N;374;Wyndham Carlos;LM Hub_SP_São Paulo_Granja Julieta;2024-04-22 00:00:00;Out of the route ;Delivering
BR2308534882849;301;Ryann Legrice;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2315129554377;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2372773870603;31;Itch Glazer;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR230155996142B;97;Alia Twining;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2307645262338;493;Robert Weblin;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR231196457564L;167;Pennie Snelgrove;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR233295272571C;485;Sergio Ambrosetti;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR234331738768W;419;Catherine Brandreth;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Normal;Delivered
BR2378867543060;349;Risa Puve;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2389895583769;207;Celestyna Garfit;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR231375116781G;380;Maynard Archdeckne;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivered
BR236188941217F;99;Orlando Hencke;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR236951707076M;55;Janith Rigeby;LM Hub_PR_Londrina_Parque ABC II;2024-04-22 00:00:00;Out of the route ;OnHold
BR231883261895R;225;Dallis Daviot;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Out of the route ;Delivering
BR2317196753144;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;Delivering
BR232659173560A;135;Lew Creevy;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR2326900024930;334;Fulvia Minigo;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR235351567280M;227;Kesley Parres;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR232515536989B;46;Cedric MacNeely;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Normal;Delivering
BR236087297587T;405;Barclay Eisikowitz;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;App/Internet failure;OnHold
BR2305395051914;227;Kesley Parres;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;OnHold
BR231675068915A;448;Terra Benoist;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR234715694450R;166;Jaclyn Venditto;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR2394817503757;360;Kippie Burgisi;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Out of the route ;OnHold
BR238939780185F;263;Brigitte Illes;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR233433526021F;74;Gradey Schwand;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR238001064637C;17;Eugenie Hindmoor;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR235326784530F;442;Pearla Jeeves;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;App/Internet failure;Delivered
BR235659307583L;207;Celestyna Garfit;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2399408035889;162;Alfonse Keele;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Normal;Delivered
BR230340372937J;245;Elva Abbots;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Address cannot be found;OnHold
BR2336568188575;404;Christin Parcall;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;App/Internet failure;OnHold
BR232132015002E;277;Bari Caton;LM Hub_SP_Mauá_Vila Nossa Senhora das Vitórias;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR235705490009L;235;Keven Gerrans;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR236028273660G;468;Eustace Klimecki;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR238086691401R;297;Olympie Guillet;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR231736056056T;253;Aimee Gostyke;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Normal;OnHold
BR231414759479E;378;Jordan Skirving;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR231362643513E;95;Marten Proven;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2346257845288;242;Claire Greenfield;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR238099137637O;71;Evelina Camidge;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR237999467581K;459;Wake Ivakhin;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2334665196390;345;Kip Dullard;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR2332805097048;8;Shelba Groneway;LM Hub_SP_Santos_Praia Grande;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR2327293613583;240;Samson Blaber;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Out of the route ;Delivering
BR234385994000K;379;Evelin McCalister;LM Hub_SP_São José dos Campos_Jardim California;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR233268990246Q;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Address cannot be found;Delivering
BR235340187314S;470;Duncan Amner;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;OnHold
BR230670122661I;335;Gaylene Cotton;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR235651290209B;242;Claire Greenfield;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Normal;OnHold
BR231805233502O;152;Alistair Eccles;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Address cannot be found;OnHold
BR232158243836G;115;Ddene Burl;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Out of the route ;OnHold
BR238033362931X;296;Kassandra Pymar;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;Delivered
BR230293654655W;117;Fayre Bradder;LM Hub_MG_Contagem;2024-04-22 00:00:00;Out of the route ;OnHold
BR2337386821554;284;Loella Driscoll;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Address cannot be found;Delivering
BR2305985750250;436;Kile Hopkynson;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR234121558815B;97;Alia Twining;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Normal;Delivering
BR2349673416539;195;Charmain Cathee;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR234287110360J;5;Lorne Gooley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;App/Internet failure;OnHold
BR238189031477M;395;Dur Hammerson;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR233818438458E;4;Marillin Putley;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2319463191864;12;Randi Bunney;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2379190378555;209;Letta Hutt;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Out of the route ;Delivering
BR2351320179759;482;Chrisse Delatour;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Out of the route ;Delivering
BR2338749587599;256;Brenda Hardinge;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Out of the route ;Delivered
BR237482354498A;429;Toddy Brailsford;LM Hub_RJ_Niterói_São Lourenço;2024-04-22 00:00:00;Address cannot be found;Delivering
BR236186899548P;191;Agnola Galpen;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR235719114329O;466;Randi Colpus;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR236190160693L;79;Donelle Duberry;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR2346402243463;490;Dario Cheston;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Normal;Delivering
BR238223907927D;130;Wesley Hugo;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR232584311634E;12;Randi Bunney;LM Hub_RJ_São Gonçalo_Guaxindiba;2024-04-22 00:00:00;Address cannot be found;Delivered
BR238651887162J;180;Jules Paszak;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR234301417769I;69;Haily Matthius;LM Hub_SP_São Paulo_Vila Reg. Feijó;2024-04-22 00:00:00;Address cannot be found;OnHold
BR231080272182N;86;Gerek Sieur;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Out of the route ;Delivering
BR236850223189B;307;Courtnay Steels;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR239260034832N;261;Leticia Fasham;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Normal;OnHold
BR231531321987T;498;Antone Bontein;LM Hub_MS_Campo_Grande;2024-04-22 00:00:00;Buyer not at home ;Delivered
BR237189230646Q;130;Wesley Hugo;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;App/Internet failure;OnHold
BR236351737710K;270;Lexie Gallemore;LM Hub_MG_Vespasiano_Jardim da Glória;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR234434560653J;172;Adela Wilbor;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Normal;Delivering
BR239213536935I;431;Murvyn Tenant;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;Delivered
BR231870627405W;10;Belinda Fishbie;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2389622960327;200;Babara Bowlands;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Out of the route ;Delivering
BR2310407209286;442;Pearla Jeeves;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2308965431212;304;Osmond Le Guin;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Out of the route ;Delivering
BR2378431835708;261;Leticia Fasham;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR2336101748650;94;Ame Humbatch;LM Hub_MG_Belo Horizonte_São Francisco;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR237485766691C;72;Maxie Trittam;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR232707849944Q;404;Christin Parcall;LM Hub_SP_Campinas_Chacaras São Martinho;2024-04-22 00:00:00;App/Internet failure;Delivered
BR236489782053T;322;Elsi McCrohon;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;App/Internet failure;Delivered
BR231566508759H;28;Mario Cloney;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Driver has insufficient time ;Delivered
BR2300026650634;230;Orbadiah Piggot;LM Hub_RS_Campo Bom_Distrito Industrial Norte;2024-04-22 00:00:00;Closed Commerce ;OnHold
BR237676399889S;357;Ange Vitte;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Address cannot be found;Delivered
BR2394701884485;367;Daphna Crocken;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Normal;Delivered
BR237755438964D;317;Jermaine Cratere;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;App/Internet failure;OnHold
BR237645202951N;289;Andria Timmes;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR232064072550O;390;Livvyy Labat;LM Hub_MG_Contagem;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR231508247353Y;228;Randal Dobbison;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2318119259681;110;Renaud Sporner;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Out of the route ;OnHold
BR235215343629F;482;Chrisse Delatour;LM Hub_SP_Osasco_Bonfim;2024-04-22 00:00:00;Driver has insufficient time ;OnHold
BR234988685415V;47;Brooke Jaquiss;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR230596260059J;358;Collete Oulett;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR239136028512F;124;Kennett Lippett;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR234532178578T;208;Jaquelyn Niece;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Address cannot be found;OnHold
BR232325601133L;122;Henri Tidey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR2344548089193;428;Gerty Juppe;LM Hub_MT_Cuiba;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR230980825644J;80;Byrom Huguet;LM Hub_SP_São Bernardo do Campo_Conj Res Pombeva;2024-04-22 00:00:00;Out of the route ;Delivering
BR237597550199R;1;Ethe McCaskill;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;OnHold
BR232419093617H;337;Ivett O'Crigane;LM Hub_PR_Curitiba_Cidade Industrial;2024-04-22 00:00:00;Address cannot be found;Delivering
BR231079231197P;151;Israel Hasard;LM Hub_SP_Embu das Artes_Jardim São Luiz;2024-04-22 00:00:00;Address cannot be found;OnHold
BR233247582173T;240;Samson Blaber;LM Hub_SP_Limeira_Jardim Campo Belo;2024-04-22 00:00:00;Normal;OnHold
BR2346363830003;41;Kliment Berwick;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Risky area of delivery;Delivering
BR238844231708D;138;Bennett Legrand;LM Hub_SC_Blumenau_Itoupava Norte;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR233916742975T;495;Elenore Maton;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Normal;OnHold
BR237871742362A;390;Livvyy Labat;LM Hub_MG_Contagem;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR237016800435A;122;Henri Tidey;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Normal;Delivering
BR2302948728770;218;Annaliese Faichney;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Normal;Delivering
BR236462367656N;377;Andrew Spiers;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;Risky area of delivery;OnHold
BR2362977919333;300;Abbe Empson;LM Hub_ES_Vitoria;2024-04-22 00:00:00;Normal;OnHold
BR231886470959Q;331;Howey Hartill;LM Hub_PR_Maringá_Parque Industrial;2024-04-22 00:00:00;Out of the route ;Delivered
BR2360728547728;335;Gaylene Cotton;LM Hub_SP_Sorocaba_Região Norte;2024-04-22 00:00:00;Normal;OnHold
BR2362155310048;186;Torie Shearsby;LM Hub_SP_São Bernardo do Campo_Alvinopolis;2024-04-22 00:00:00;Out of the route ;Delivered
BR238861491924V;200;Babara Bowlands;LM Hub_SP_Guarulhos;2024-04-22 00:00:00;Out of the route ;OnHold
BR235137321699M;488;Cthrine Jouannot;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Out of the route ;Delivering
BR230352070328H;67;Rubia Rabbage;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Out of the route ;Delivered
BR230460905149F;423;Merralee Keiley;LM Hub_GO_Goiânia_ St. Empresarial;2024-04-22 00:00:00;Buyer not at home ;OnHold
BR237752482711F;312;Kamila Ashling;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Normal;Delivered
BR231601785132P;499;Marya Slane;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Normal;Delivered
BR230956031071R;147;Lowe Cowherd;LM Hub_SP_Mogi das Cruzes_Jundiapeba;2024-04-22 00:00:00;Closed Commerce ;Delivering
BR233102297835G;68;Darryl De Clairmont;LM Hub_RS_Porto Alegre_Floresta;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR234018333485Y;350;Noelle Bolwell;LM Hub_SP_Artur Alvim;2024-04-22 00:00:00;Buyer not at home ;Delivering
BR232071001656Z;50;Harmonia Gush;LM Hub_RJ_Rio de Janeiro_Botafogo;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR231606395580X;221;Katerina Razzell;LM Hub_SP_São Paulo_Barra Funda;2024-04-22 00:00:00;Closed Commerce ;Delivered
BR234809953702I;321;Gerry Sambles;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Risky area of delivery;Delivered
BR2326560249060;385;Alyse Akett;LM Hub_RJ_Rio de Janeiro_São Cristóvão;2024-04-22 00:00:00;Address cannot be found;Delivered
BR239677856858I;465;Neal D'Aeth;LM Hub_SC_Florianópolis_Distrito Industrial;2024-04-22 00:00:00;App/Internet failure;Delivering
BR235075298449S;288;Rebbecca Brimilcombe;LM Hub_PR_Curitiba_Pinhais;2024-04-22 00:00:00;Driver has insufficient time ;Delivering
BR235689804061J;117;Fayre Bradder;LM Hub_MG_Contagem;2024-04-22 00:00:00;Address cannot be found;OnHold
BR231876175060M;424;Velvet Farahar;LM Hub_SP_Sumaré_Nova Veneza;2024-04-22 00:00:00;Address cannot be found;Delivered
